Facility,Calendar Year,Itinerant Air Carrier,Itinerant Air Taxi,Itinerant General Aviation,Itinerant Military,Itinerant Total,Local Civil,Local Military,Local Total,Total Operations
HWO,2014,0,230,"52,503",33,"52,766","102,944",66,"103,010","155,776"
HWO,2015,0,210,"58,653",23,"58,886","112,600",64,"112,664","171,550"
Sub-Total for HWO,,14,"1,390","649,871",762,"652,037","1,157,127","2,192","1,159,319","1,811,356"
HXD,2004,0,"5,846","18,697",215,"24,758","1,623",107,"1,730","26,488"
HXD,2005,0,"8,566","23,925",196,"32,687","1,896",75,"1,971","34,658"
HXD,2006,0,"9,958","27,800",397,"38,155","3,685",189,"3,874","42,029"
HXD,2007,0,"11,161","29,873",705,"41,739","3,704",512,"4,216","45,955"
HXD,2008,2,"10,743","26,267",658,"37,670","3,188",680,"3,868","41,538"
HXD,2009,27,"10,335","25,912",279,"36,553","2,408",380,"2,788","39,341"
HXD,2010,0,"9,423","26,035",334,"35,792","2,120",566,"2,686","38,478"
HXD,2011,0,"7,807","23,197",450,"31,454","1,941",752,"2,693","34,147"
HXD,2012,0,"7,910","21,027",401,"29,338","2,019",862,"2,881","32,219"
HXD,2013,16,"7,565","20,129",251,"27,961","1,951",571,"2,522","30,483"
HXD,2014,0,"7,476","18,835",411,"26,722","2,814",475,"3,289","30,011"
HXD,2015,0,"5,882","20,671",302,"26,855","4,027",405,"4,432","31,287"
Sub-Total for HXD,,45,"102,672","282,368","4,599","389,684","31,376","5,574","36,950","426,634"
HYA,2004,0,"83,218","26,368",76,"109,662","8,794",431,"9,225","118,887"
HYA,2005,4,"85,656","24,384",57,"110,101","7,257",445,"7,702","117,803"
HYA,2006,0,"94,740","23,975",39,"118,754","6,193",269,"6,462","125,216"
HYA,2007,4,"96,224","22,396",58,"118,682","5,569",413,"5,982","124,664"
HYA,2008,0,"92,963","21,734",73,"114,770","5,549",218,"5,767","120,537"
HYA,2009,2,"80,366","20,772",104,"101,244","7,071",169,"7,240","108,484"
HYA,2010,0,"77,965","20,302",109,"98,376","5,553",84,"5,637","104,013"
HYA,2011,0,"69,264","19,799",116,"89,179","7,050",85,"7,135","96,314"
HYA,2012,71,"70,540","23,606",163,"94,380","9,161",170,"9,331","103,711"
HYA,2013,0,"67,529","24,693",148,"92,370","9,079",214,"9,293","101,663"
HYA,2014,143,"64,378","26,497",87,"91,105","8,220",163,"8,383","99,488"
HYA,2015,242,"56,961","23,261",93,"80,557","6,569",180,"6,749","87,306"
Sub-Total for HYA,,466,"939,804","277,787","1,123","1,219,180","86,065","2,841","88,906","1,308,086"
HYI,2011,0,247,"8,249",111,"8,607","7,256",59,"7,315","15,922"
HYI,2012,2,884,"30,662",517,"32,065","29,165",348,"29,513","61,578"
HYI,2013,5,"1,174","31,129",369,"32,677","21,316",312,"21,628","54,305"
HYI,2014,2,"1,202","27,652",579,"29,435","21,293",414,"21,707","51,142"
HYI,2015,4,"1,015","22,366",450,"23,835","18,368",401,"18,769","42,604"
Sub-Total for HYI,,13,"4,522","120,058","2,026","126,619","97,398","1,534","98,932","225,551"
IAD,2004,"132,028","293,927","74,689","1,612","502,256",230,33,263,"502,519"
IAD,2005,"154,286","321,848","73,629","1,089","550,852","2,102",67,"2,169","553,021"
IAD,2006,"163,072","188,010","67,954",980,"420,016","4,012",99,"4,111","424,127"
IAD,2007,"185,807","166,885","64,549",816,"418,057","1,037",33,"1,070","419,127"
IAD,2008,"186,097","149,845","54,860",824,"391,626",0,0,0,"391,626"
IAD,2009,"176,489","140,306","48,221",569,"365,585",0,0,0,"365,585"
IAD,2010,"182,935","140,388","47,845",633,"371,801",0,0,0,"371,801"
IAD,2011,"178,589","135,795","46,862",451,"361,697",0,0,0,"361,697"
IAD,2012,"167,587","127,506","42,540",753,"338,386",0,0,0,"338,386"
IAD,2013,"162,838","129,412","41,218",984,"334,452",0,0,0,"334,452"
IAD,2014,"152,850","121,955","39,113",594,"314,512",0,0,0,"314,512"
IAD,2015,"164,204","92,995","37,126",482,"294,807",0,0,0,"294,807"
Sub-Total for IAD,,"2,006,782","2,008,872","638,606","9,787","4,664,047","7,381",232,"7,613","4,671,660"
IAG,2004,501,"1,045","13,839","3,934","19,319","14,313","7,365","21,678","40,997"
IAG,2005,555,925,"15,348","4,067","20,895","17,239","8,254","25,493","46,388"
IAG,2006,477,"1,481","14,925","4,351","21,234","14,481","6,797","21,278","42,512"
IAG,2007,561,"1,437","12,633","5,326","19,957","10,482","5,338","15,820","35,777"
IAG,2008,428,"1,470","11,216","4,543","17,657","11,944","3,732","15,676","33,333"
IAG,2009,476,"1,642","12,714","7,116","21,948","13,039","3,774","16,813","38,761"
IAG,2010,653,"1,995","12,117","6,040","20,805","9,834","3,090","12,924","33,729"
IAG,2011,"1,400","1,803","10,367","4,061","17,631","7,528","2,812","10,340","27,971"
IAG,2012,"1,066",937,"10,020","4,836","16,859","4,805","3,010","7,815","24,674"
IAG,2013,933,576,"8,539","4,473","14,521","3,942","2,646","6,588","21,109"
IAG,2014,958,658,"8,735","3,256","13,607","4,578","1,570","6,148","19,755"
IAG,2015,"1,246",672,"9,630","3,854","15,402","4,760","3,016","7,776","23,178"
Sub-Total for IAG,,"9,254","14,641","140,083","55,857","219,835","116,945","51,404","168,349","388,184"
IAH,2004,"274,535","227,742","18,601",220,"521,098",0,0,0,"521,098"
IAH,2005,"268,715","278,476","16,051",202,"563,444",70,0,70,"563,514"
IAH,2006,"271,072","316,401","15,463",177,"603,113",133,0,133,"603,246"
IAH,2007,"290,886","298,212","14,271",268,"603,637",4,0,4,"603,641"
IAH,2008,"276,828","287,789","13,427",244,"578,288",0,0,0,"578,288"
IAH,2009,"258,758","269,220","10,706",191,"538,875",0,0,0,"538,875"
IAH,2010,"253,021","267,112","11,596",254,"531,983",0,0,0,"531,983"
IAH,2011,"290,781","225,927","12,066",223,"528,997",0,0,0,"528,997"
IAH,2012,"282,049","216,549","12,186",250,"511,034",0,0,0,"511,034"
IAH,2013,"274,978","217,772","12,108",285,"505,143",0,0,0,"505,143"
IAH,2014,"285,286","210,902","12,412",340,"508,940",0,0,0,"508,940"
IAH,2015,"333,090","157,459","11,620",675,"502,844",0,0,0,"502,844"
Sub-Total for IAH,,"3,359,999","2,973,561","160,507","3,329","6,497,396",207,0,207,"6,497,603"
ICT,2004,"16,774","43,572","81,924","5,962","148,232","24,219","5,980","30,199","178,431"
ICT,2005,"17,130","40,293","80,807","5,781","144,011","24,724","7,819","32,543","176,554"
ICT,2006,"16,053","38,335","84,606","5,572","144,566","26,466","6,611","33,077","177,643"
ICT,2007,"15,704","37,160","72,961","5,530","131,355","21,700","5,670","27,370","158,725"
ICT,2008,"15,389","35,282","67,453","5,338","123,462","35,999","7,958","43,957","167,419"
ICT,2009,"14,154","31,471","53,584","7,087","106,296","30,269","9,126","39,395","145,691"
ICT,2010,"16,043","27,706","49,745","12,122","105,616","25,276","16,490","41,766","147,382"
ICT,2011,"14,553","26,110","50,443","15,472","106,578","26,406","20,336","46,742","153,320"
ICT,2012,"14,379","24,247","51,952","21,006","111,584","27,040","26,411","53,451","165,035"
ICT,2013,"14,801","23,913","49,726","16,790","105,230","21,389","22,758","44,147","149,377"
ICT,2014,"15,789","23,046","45,188","15,538","99,561","15,420","18,217","33,637","133,198"
ICT,2015,"15,770","24,297","44,867","14,498","99,432","9,499","8,936","18,435","117,867"
Sub-Total for ICT,,"186,539","375,432","733,256","130,696","1,425,923","288,407","156,312","444,719","1,870,642"
IDA,2004,685,"12,940","20,199",210,"34,034","13,315",46,"13,361","47,395"
IDA,2005,720,"12,953","19,494",127,"33,294","11,221",134,"11,355","44,649"
IDA,2006,362,"12,990","17,668",133,"31,153","10,702",22,"10,724","41,877"
IDA,2007,862,"12,444","17,085",175,"30,566","13,254",40,"13,294","43,860"
IDA,2008,"1,546","9,248","16,296",166,"27,256","16,175",109,"16,284","43,540"
IDA,2009,"1,309","8,489","15,997",196,"25,991","15,189",36,"15,225","41,216"
IDA,2010,"1,082","8,330","14,820",277,"24,509","13,588",8,"13,596","38,105"
IDA,2011,590,"9,166","13,487",175,"23,418","14,441",12,"14,453","37,871"
IDA,2012,978,"7,765","13,842",105,"22,690","15,505",26,"15,531","38,221"
IDA,2013,965,"9,203","12,562",114,"22,844","12,414",74,"12,488","35,332"
IDA,2014,"1,057","10,649","13,195",173,"25,074","9,033",14,"9,047","34,121"
IDA,2015,"1,152","10,140","13,058",267,"24,617","8,391",144,"8,535","33,152"
Sub-Total for IDA,,"11,308","124,317","187,703","2,118","325,446","153,228",665,"153,893","479,339"
IFP,2004,"1,468","2,905","20,612",231,"25,216","7,394",145,"7,539","32,755"
IFP,2005,"1,063","3,824","17,156",212,"22,255","5,117",190,"5,307","27,562"
IFP,2006,"1,163","3,416","16,084",294,"20,957","5,897",272,"6,169","27,126"
IFP,2007,"1,424","3,408","13,836",216,"18,884","4,740",109,"4,849","23,733"
IFP,2008,"1,695","3,975","12,304",386,"18,360","3,286",178,"3,464","21,824"
IFP,2009,"1,587","3,499","11,634",273,"16,993","3,283",108,"3,391","20,384"
IFP,2010,"1,608","2,559","11,319",266,"15,752","5,223",56,"5,279","21,031"
IFP,2011,"1,459","1,826","11,080",400,"14,765","7,979",253,"8,232","22,997"
IFP,2012,"1,432","2,046","11,836",327,"15,641","5,233",86,"5,319","20,960"
IFP,2013,"1,647","1,882","9,478",287,"13,294","4,506",133,"4,639","17,933"
IFP,2014,"1,677","1,803","7,691",339,"11,510","1,683",207,"1,890","13,400"
IFP,2015,"1,454","1,986","6,181","6,337","15,958","1,452","15,635","17,087","33,045"
Sub-Total for IFP,,"17,677","33,129","149,211","9,568","209,585","55,793","17,372","73,165","282,750"
ILG,2004,132,"3,648","44,017","2,588","50,385","58,370","6,240","64,610","114,995"
ILG,2005,70,"3,803","49,380","2,643","55,896","70,247","7,969","78,216","134,112"
ILG,2006,735,"5,064","46,235","4,204","56,238","67,203","12,613","79,816","136,054"
ILG,2007,836,"5,578","44,072","4,020","54,506","54,133","12,499","66,632","121,138"
ILG,2008,242,"4,740","36,698","4,507","46,187","27,777","8,931","36,708","82,895"
ILG,2009,21,"3,328","28,065","3,203","34,617","20,512","4,662","25,174","59,791"
ILG,2010,44,"3,877","30,878","2,839","37,638","22,667","6,032","28,699","66,337"
ILG,2011,39,"3,463","27,160","2,154","32,816","20,145","4,026","24,171","56,987"
ILG,2012,25,"3,583","25,837","3,542","32,987","15,676","4,861","20,537","53,524"
ILG,2013,763,"3,679","24,049","3,428","31,919","19,326","5,438","24,764","56,683"
ILG,2014,"1,480","4,062","23,963","2,967","32,472","19,190","5,674","24,864","57,336"
ILG,2015,277,"4,597","20,962","3,412","29,248","9,525","4,770","14,295","43,543"
Sub-Total for ILG,,"4,664","49,422","401,316","39,507","494,909","404,771","83,715","488,486","983,395"
ILM,2004,"6,025","14,682","38,874","4,439","64,020","14,559","3,585","18,144","82,164"
ILM,2005,"4,895","18,536","35,391","3,217","62,039","9,879","2,296","12,175","74,214"
ILM,2006,"5,033","18,502","39,720","3,270","66,525","15,945","2,502","18,447","84,972"
ILM,2007,"5,618","19,404","40,001","2,832","67,855","13,533","1,700","15,233","83,088"
ILM,2008,"6,387","17,865","32,189","3,085","59,526","7,205","1,617","8,822","68,348"
ILM,2009,"5,768","15,670","25,390","3,387","50,215","4,648","1,459","6,107","56,322"
ILM,2010,"6,531","14,778","25,451","4,088","50,848","4,550","1,601","6,151","56,999"
ILM,2011,"4,620","15,990","23,714","3,992","48,316","5,868","1,366","7,234","55,550"
ILM,2012,"4,838","14,945","22,645","4,707","47,135","2,672","1,004","3,676","50,811"
ILM,2013,"6,801","13,039","23,309","4,678","47,827","3,318",834,"4,152","51,979"
ILM,2014,"5,851","10,767","20,093","5,126","41,837","3,016","1,460","4,476","46,313"
ILM,2015,"6,466","10,016","20,276","4,698","41,456","5,047","2,371","7,418","48,874"
Sub-Total for ILM,,"68,833","184,194","347,053","47,519","647,599","90,240","21,795","112,035","759,634"
IND,2004,"80,637","97,500","32,962","1,448","212,547",18,0,18,"212,565"
IND,2005,"77,489","113,324","31,276","1,362","223,451",735,1,736,"224,187"
IND,2006,"96,065","86,237","28,677","1,033","212,012",8,0,8,"212,020"
IND,2007,"108,677","67,683","26,467",789,"203,616",0,0,0,"203,616"
IND,2008,"110,878","63,486","21,948",890,"197,202",0,0,0,"197,202"
IND,2009,"98,194","54,601","17,660",867,"171,322",0,0,0,"171,322"
IND,2010,"97,816","49,834","17,591","1,249","166,490",0,0,0,"166,490"
IND,2011,"99,534","41,577","17,309","1,279","159,699",0,0,0,"159,699"
IND,2012,"100,719","39,030","16,775","1,713","158,237",0,0,0,"158,237"
IND,2013,"99,939","37,813","15,429",859,"154,040",0,0,0,"154,040"
IND,2014,"102,041","33,171","15,049",858,"151,119",0,0,0,"151,119"
IND,2015,"112,836","24,244","16,124",855,"154,059",0,0,0,"154,059"
Sub-Total for IND,,"1,184,825","708,500","257,267","13,202","2,163,794",761,1,762,"2,164,556"
INT,2004,751,"2,786","33,756",207,"37,500","19,043",89,"19,132","56,632"
INT,2005,441,"3,010","35,339",321,"39,111","24,224",136,"24,360","63,471"
INT,2006,391,"2,845","34,784",428,"38,448","19,691",90,"19,781","58,229"
INT,2007,421,"2,791","35,938",196,"39,346","20,066",40,"20,106","59,452"
INT,2008,495,"2,701","31,456",281,"34,933","12,870",142,"13,012","47,945"
INT,2009,357,"2,105","27,440",349,"30,251","11,068",166,"11,234","41,485"
INT,2010,55,"2,388","26,221",381,"29,045","10,809",292,"11,101","40,146"
INT,2011,83,"2,614","26,528",461,"29,686","12,942",266,"13,208","42,894"
INT,2012,126,"2,657","25,159",636,"28,578","10,482",449,"10,931","39,509"
INT,2013,192,"2,791","25,346",700,"29,029","12,238",506,"12,744","41,773"
INT,2014,151,"2,988","25,341","1,141","29,621","9,420",520,"9,940","39,561"
INT,2015,157,"2,664","27,732",914,"31,467","12,664",252,"12,916","44,383"
Sub-Total for INT,,"3,620","32,340","355,040","6,015","397,015","175,517","2,948","178,465","575,480"
IPT,2004,0,"6,237","13,026",190,"19,453","8,770",28,"8,798","28,251"
IPT,2005,2,"6,524","14,073",358,"20,957","8,045",177,"8,222","29,179"
IPT,2006,6,"6,823","13,388",477,"20,694","8,347",142,"8,489","29,183"
IPT,2007,0,"6,632","12,150",582,"19,364","5,620",194,"5,814","25,178"
IPT,2008,12,"5,608","13,846",322,"19,788","6,940",104,"7,044","26,832"
IPT,2009,5,"4,329","11,748",299,"16,381","4,734",100,"4,834","21,215"
IPT,2010,74,"4,117","13,164",341,"17,696","3,922",76,"3,998","21,694"
IPT,2011,56,"4,255","11,148",267,"15,726","3,340",98,"3,438","19,164"
IPT,2012,30,"4,028","12,053",413,"16,524","3,876",122,"3,998","20,522"
IPT,2013,23,"3,625","11,759",261,"15,668","4,910",136,"5,046","20,714"
IPT,2014,30,"3,677","11,384",243,"15,334","6,302",104,"6,406","21,740"
IPT,2015,4,"3,610","11,190",207,"15,011","4,854",68,"4,922","19,933"
Sub-Total for IPT,,242,"59,465","148,929","3,960","212,596","69,660","1,349","71,009","283,605"
ISM,2004,15,"1,888","64,821",57,"66,781","62,337",8,"62,345","129,126"
ISM,2005,5,"2,325","75,350",128,"77,808","72,224",210,"72,434","150,242"
ISM,2006,10,"2,543","80,323",56,"82,932","70,124",241,"70,365","153,297"
ISM,2007,16,"2,981","90,942",87,"94,026","75,478",10,"75,488","169,514"
ISM,2008,440,"2,845","84,531",86,"87,902","67,177",477,"67,654","155,556"
ISM,2009,8,"1,717","70,565",51,"72,341","48,285",136,"48,421","120,762"
ISM,2010,18,"1,773","71,359",65,"73,215","51,095",0,"51,095","124,310"
ISM,2011,16,"1,940","66,762",171,"68,889","52,057",16,"52,073","120,962"
ISM,2012,18,"2,305","69,696",109,"72,128","49,494",43,"49,537","121,665"
ISM,2013,89,"3,121","64,029",80,"67,319","41,486",193,"41,679","108,998"
ISM,2014,4,"3,094","47,237",92,"50,427","32,420",42,"32,462","82,889"
ISM,2015,5,"3,252","47,850",124,"51,231","30,116",30,"30,146","81,377"
Sub-Total for ISM,,644,"29,784","833,465","1,106","864,999","652,293","1,406","653,699","1,518,698"
ISO,2004,125,"2,303","14,568","4,264","21,260","7,133","4,032","11,165","32,425"
ISO,2005,195,"3,133","13,650","4,063","21,041","5,499","5,152","10,651","31,692"
ISO,2006,712,"2,082","13,686","4,516","20,996","7,738","5,118","12,856","33,852"
ISO,2007,357,"1,346","12,957","4,225","18,885","6,488","4,669","11,157","30,042"
ISO,2008,246,991,"8,536","4,401","14,174","4,676","5,605","10,281","24,455"
ISO,2009,233,678,"7,863","4,225","12,999","5,432","5,384","10,816","23,815"
ISO,2010,255,617,"8,727","4,574","14,173","6,393","5,788","12,181","26,354"
ISO,2011,223,515,"7,576","3,762","12,076","3,008","4,225","7,233","19,309"
ISO,2012,199,506,"6,263","4,152","11,120","2,816","5,507","8,323","19,443"
ISO,2013,161,"1,041","5,426","4,388","11,016","3,028","7,496","10,524","21,540"
ISO,2014,240,"1,358","5,550","3,431","10,579","5,709","6,416","12,125","22,704"
ISO,2015,150,"1,316","5,330","3,432","10,228","4,558","6,326","10,884","21,112"
Sub-Total for ISO,,"3,096","15,886","110,132","49,433","178,547","62,478","65,718","128,196","306,743"
ISP,2004,"25,037","8,633","71,594","1,622","106,886","68,229","1,083","69,312","176,198"
ISP,2005,"25,214","11,008","69,163","1,971","107,356","65,288",491,"65,779","173,135"
ISP,2006,"26,930","7,824","76,872","2,051","113,677","74,872",841,"75,713","189,390"
ISP,2007,"27,035","6,027","73,903","1,942","108,907","75,278",575,"75,853","184,760"
ISP,2008,"23,385","3,920","65,058","1,514","93,877","83,979","1,374","85,353","179,230"
ISP,2009,"18,860","4,085","56,380","1,082","80,407","78,672",657,"79,329","159,736"
ISP,2010,"16,535","4,749","57,534","1,570","80,388","70,695","1,150","71,845","152,233"
ISP,2011,"15,076","4,752","51,084","1,362","72,274","61,910","1,081","62,991","135,265"
ISP,2012,"12,255","6,321","54,242","1,602","74,420","72,302","1,729","74,031","148,451"
ISP,2013,"9,979","8,875","41,563","1,141","61,558","44,924",526,"45,450","107,008"
ISP,2014,"9,885","7,673","42,495",944,"60,997","55,089",448,"55,537","116,534"
ISP,2015,"9,063","7,056","42,691","1,289","60,099","53,145",584,"53,729","113,828"
Sub-Total for ISP,,"219,254","80,923","702,579","18,090","1,020,846","804,383","10,539","814,922","1,835,768"
ITH,2004,2,"9,319","12,125",75,"21,521","31,256",168,"31,424","52,945"
ITH,2005,0,"10,309","13,155",124,"23,588","28,751",244,"28,995","52,583"
ITH,2006,7,"10,062","12,642",96,"22,807","27,646",10,"27,656","50,463"
ITH,2007,42,"9,191","13,487",94,"22,814","24,026",85,"24,111","46,925"
ITH,2008,34,"9,323","12,225",65,"21,647","25,151",6,"25,157","46,804"
ITH,2009,6,"10,027","11,459",65,"21,557","21,386",12,"21,398","42,955"
ITH,2010,12,"10,312","11,617",84,"22,025","23,496",29,"23,525","45,550"
ITH,2011,10,"9,596","10,429",52,"20,087","21,169",12,"21,181","41,268"
ITH,2012,28,"8,959","11,098",148,"20,233","21,168",50,"21,218","41,451"
ITH,2013,14,"8,407","10,775",26,"19,222","19,282",76,"19,358","38,580"
ITH,2014,4,"7,126","10,053",69,"17,252","22,451",4,"22,455","39,707"
ITH,2015,44,"6,896","11,077",77,"18,094","20,583",18,"20,601","38,695"
Sub-Total for ITH,,203,"109,527","140,142",975,"250,847","286,365",714,"287,079","537,926"
ITO,2004,"14,409","55,075","12,820","4,010","86,314","18,856","4,745","23,601","109,915"
ITO,2005,"16,998","57,072","11,267","4,767","90,104","16,641","5,240","21,881","111,985"
ITO,2006,"17,136","51,870","8,011","4,307","81,324","12,178","4,390","16,568","97,892"
ITO,2007,"16,381","54,403","7,974","3,566","82,324","11,313","3,666","14,979","97,303"
ITO,2008,"14,591","43,516","6,505","2,351","66,963","10,021","2,512","12,533","79,496"
ITO,2009,"15,692","37,029","5,835","3,989","62,545","10,300","6,620","16,920","79,465"
ITO,2010,"14,055","39,116","6,004","3,612","62,787","10,934","7,134","18,068","80,855"
ITO,2011,"14,214","38,464","5,305","4,505","62,488","10,302","8,873","19,175","81,663"
ITO,2012,"14,955","40,759","4,098","3,690","63,502","12,531","5,594","18,125","81,627"
ITO,2013,"14,966","45,863","4,588","5,353","70,770","13,548","9,024","22,572","93,342"
ITO,2014,"15,104","46,346","5,410","4,513","71,373","8,149","6,451","14,600","85,973"
ITO,2015,"15,653","46,857","4,794","4,420","71,724","3,548","5,158","8,706","80,430"
Sub-Total for ITO,,"184,154","556,370","82,611","49,083","872,218","138,321","69,407","207,728","1,079,946"
IWA,2004,982,"6,681","71,460","6,115","85,238","149,492","5,756","155,248","240,486"
IWA,2005,945,"7,749","92,579","5,288","106,561","163,839","6,089","169,928","276,489"
IWA,2006,"1,121","9,171","85,618","5,031","100,941","174,702","5,076","179,778","280,719"
IWA,2007,"1,962","8,673","88,327","5,041","104,003","188,334","4,339","192,673","296,676"
IWA,2008,"3,876","5,937","71,903","3,179","84,895","139,771","2,760","142,531","227,426"
